id,"Código
1,HH333,20122027E,2,2018II
1,EC521,20071138J,2,2018II
1,FI203,20171433C,2,2018II
1,MA113,20171433C,2,2018II
1,MA114,20171433C,2,2018II
1,EE610,20132104B,2,2018II
1,EE515,20111022G,2,2018II
1,MA185,20141189G,2,2018II
1,EE635,20144501A,2,2018II
1,MA185,20144501A,2,2018II
1,CB411,20172212K,2,2018II
1,EE341,20131206F,2,2018II
1,MA185,20131206F,2,2018II
1,CB411,20171280B,2,2018II
1,EE341,20160254E,2,2018II
1,EC119,20131138K,2,2018II
1,CB411,20171451A,2,2018II
1,CB411,20172155G,2,2018II
1,EE112,20120370D,2,2018II
1,MA185,20120370D,2,2018II
1,EE341,20152515H,2,2018II
1,FI204,20160343H,2,2018II
1,MA133,20161254I,2,2018II
1,CB411,20171335A,2,2018II
1,FI403,20154574A,2,2018II
1,MA123,20170253A,2,2018II
1,MA123,20161265K,2,2018II
1,EE225,19730012K,4,2018II
1,FI203,20172584E,2,2018II
1,MA113,20172584E,2,2018II
1,EC119,20140473C,2,2018II
1,EE112,20140473C,2,2018II
1,CB411,20172685F,2,2018II
1,FI203,20172685F,2,2018II
1,EE635,20144027H,2,2018II
1,EE411,20141330A,2,2018II
1,EE341,20160647G,2,2018II
1,FI203,20171223I,2,2018II
1,CB411,20171075J,2,2018II
1,FI203,20171274B,2,2018II
1,MA113,20171274B,2,2018II
1,MA185,20140325D,2,2018II
1,FI204,20150277B,2,2018II
1,FI203,20174119H,2,2018II
1,EE635,20132210G,2,2018II
1,MA133,20162740D,2,2018II
1,MA195,20162740D,2,2018II
1,EE211,20042571K,2,2018II
1,EE353,20042571K,2,2018II
1,EE610,20042571K,2,2018II
1,QU111,20175501C,2,2018II
1,MA195,20162753I,2,2018II
1,EE635,20140285B,2,2018II
1,EE225,20145503H,2,2018II
1,CB411,20170297I,2,2018II
1,EE210,20131216A,2,2018II
1,EE112,20131339F,2,2018II
1,CB411,20171454K,2,2018II
1,MA143,20154534J,2,2018II
1,FI904,20162046K,2,2018II
1,FI463,20141001H,2,2018II
1,MA185,20141001H,2,2018II
1,FI203,20171202A,2,2018II
1,MA114,20171202A,2,2018II
1,CB411,20171327I,2,2018II
1,FI203,20171327I,2,2018II
1,EE211,20080390J,2,2018II
1,EE341,20152688J,2,2018II
1,FI203,20171384B,2,2018II
1,EE111,20114508H,2,2018II
1,MA195,20114508H,2,2018II
1,EE111,20141026K,2,2018II
1,MA185,20151226B,2,2018II
1,FI203,20171476D,2,2018II
1,FI403,20140467C,2,2018II
1,MA713,20140467C,2,2018II
1,EE635,20140365F,2,2018II
1,EE210,20124043H,2,2018II
1,EE112,20152041F,2,2018II
1,CB411,20171346C,2,2018II
1,FI203,20171346C,2,2018II
1,CB411,20172661J,2,2018II
1,FI203,20172661J,2,2018II
1,MA113,20172661J,2,2018II
1,MA123,20172064A,2,2018II
1,MA133,20152087F,2,2018II
1,EE341,20152193K,2,2018II
1,CB411,20171393A,2,2018II
1,FI203,20171483K,2,2018II
1,MA113,20171483K,2,2018II
1,CB411,20171246I,2,2018II
1,FI203,20171340E,2,2018II
1,MA113,20171340E,2,2018II
1,MA133,20164527F,2,2018II
1,AHD65,20162199A,2,2018II
1,IT145,20120040D,2,2018II
1,IT524,20120040D,2,2018II
1,EE521,20041016C,2,2018II
1,EE615,20041016C,2,2018II
1,EE635,20041016C,2,2018II
1,CB411,20171325F,2,2018II
1,MA113,20171325F,2,2018II
1,MA114,20171325F,2,2018II
1,MA611,20160436F,2,2018II
1,MA713,20160436F,2,2018II
1,EE341,20162181E,2,2018II
1,EE112,20152662K,2,2018II
1,EE341,20150412G,2,2018II
1,FI904,20150412G,2,2018II
1,IT145,20100126K,2,2018II
1,FI403,20164157D,2,2018II
1,EE411,20140319D,2,2018II
1,FI403,20140505B,2,2018II
1,FI463,20160208C,2,2018II
1,MA143,20160208C,2,2018II
1,MA195,20160208C,2,2018II
1,EE635,20151194C,2,2018II
1,CB411,20142681B,2,2018II
1,FI204,20142681B,2,2018II
1,MA123,20142681B,2,2018II
1,EE341,20142625E,2,2018II
1,EE211,20130286F,2,2018II
1,EE111,20142696J,2,2018II
1,MA195,20142696J,2,2018II
1,FI204,20150268C,2,2018II
1,CB411,20161214G,2,2018II
1,FI204,20161214G,2,2018II
1,MA123,20161214G,2,2018II
1,MA195,20121237F,2,2018II
1,CB411,20171198D,2,2018II
1,FI203,20171198D,2,2018II
1,MA113,20171198D,2,2018II
1,MA114,20171198D,2,2018II
1,EE635,20150157G,2,2018II
1,EE341,20150195F,2,2018II
1,MA185,20150195F,2,2018II
1,EE610,20101026J,2,2018II
1,IP101,20121312H,2,2018II
1,IT255,20124087E,2,2018II
1,EE635,20132602B,2,2018II
1,EE112,20131057K,2,2018II
1,EE635,20142052E,2,2018II
1,CB411,20171423H,2,2018II
1,FI203,20171423H,2,2018II
1,MA611,20160426K,2,2018II
1,EE112,20120270J,2,2018II
1,MA133,20152690D,2,2018II
1,FI203,20172652K,2,2018II
1,MA113,20172652K,2,2018II
1,MA114,20172652K,2,2018II
1,EE341,20141404E,2,2018II
1,MA185,20141404E,2,2018II
1,CB411,20171412F,2,2018II
1,CB412,20162646H,2,2018II
1,MA133,20162646H,2,2018II
1,CB411,20171220J,2,2018II
1,EE111,20150046K,2,2018II
1,EE210,20130193H,2,2018II
1,CB411,20171289J,2,2018II
1,MA195,20152201C,2,2018II
1,MA611,20152201C,2,2018II
1,FI203,20171299E,2,2018II
1,MA113,20171299E,2,2018II
1,MA114,20171299E,2,2018II
1,MA185,20140256B,2,2018II
1,EE635,20121159E,2,2018II
1,EE521,20132707I,2,2018II
1,MA133,20160375G,2,2018II
1,MA195,20160375G,2,2018II
1,MA611,20160375G,2,2018II
1,CB411,20172703D,2,2018II
1,FI403,20160315D,2,2018II
1,EE421,20101032J,2,2018II
1,MA185,20101032J,2,2018II
1,MA195,20101032J,2,2018II
1,EE635,20141079G,2,2018II
1,MA185,20141079G,2,2018II
1,MA113,20171446H,2,2018II
1,MA114,20170338G,2,2018II
1,FI904,20140340C,2,2018II
1,MA713,20140340C,2,2018II
1,MA123,20161473B,2,2018II
1,FI403,20162014A,2,2018II
1,MA713,20162014A,2,2018II
1,MA133,20161165F,2,2018II
1,EC119,20122508C,3,2018II
1,FI203,20172682G,2,2018II
1,EC119,20160193F,2,2018II
1,MA713,20160193F,2,2018II
1,MA143,20141401F,2,2018II
1,CB411,20172690J,2,2018II
1,MA113,20172690J,2,2018II
1,FI403,20160226A,2,2018II
1,MA133,20160226A,2,2018II
1,MA713,20160226A,2,2018II
1,CB411,20171478G,2,2018II
1,EE111,20141184E,2,2018II
1,EE341,20141184E,2,2018II
1,FI904,20141184E,2,2018II
1,EE635,20141183I,2,2018II
1,EE341,20162178D,2,2018II
1,EE545,20091041A,2,2018II
1,FI204,20161292H,2,2018II
1,MA123,20161292H,2,2018II
1,MA133,20151390G,2,2018II
1,FI403,20161011I,2,2018II
1,MA133,20161011I,2,2018II
1,EE411,19971094E,8,2018II
1,HH221,19971094E,8,2018II
1,EE610,20150082G,2,2018II
1,EE635,20095501G,4,2018II
1,CB411,20171375C,2,2018II
1,MA123,20170337K,2,2018II
1,EE111,20130346I,2,2018II
1,EM111,20060163H,2,2018II
1,HH221,20060163H,2,2018II
1,EE364,20130339B,2,2018II
1,EE411,20070216G,2,2018II
1,EM221,20070182E,2,2018II
1,EE610,20121225H,2,2018II
1,EE210,19984519J,8,2018II
1,EE421,19984519J,8,2018II
1,EP111,20160415I,2,2018II
1,MA123,20160415I,2,2018II
1,MA123,20162656C,2,2018II
1,CB411,20171415E,2,2018II
1,MA195,20121209B,2,2018II
1,EP111,20172107B,2,2018II
1,MA123,20172107B,2,2018II
1,EE441,20091178G,2,2018II
1,EP399,20171424D,2,2018II
1,FI203,20171424D,2,2018II
1,EC119,20160631C,2,2018II
1,EE340,20160631C,2,2018II
1,MA611,20160631C,2,2018II
1,EE411,20120357H,2,2018II
1,MA185,20120357H,2,2018II
1,EE523,20132566F,2,2018II
1,MA611,20120302I,2,2018II
1,MA713,20120302I,2,2018II
1,IP101,20061118F,2,2018II
1,IT524,20061118F,2,2018II
1,CB411,20171248A,2,2018II
1,FI204,20161178K,2,2018II
1,MA123,20161178K,2,2018II
1,EC119,20162168I,2,2018II
1,IT433,20120390E,2,2018II
1,CB411,20171468A,2,2018II
1,MA113,20171468A,2,2018II
1,EE635,20150371I,2,2018II
1,FI403,20160502I,2,2018II
1,MA611,20154072F,2,2018II
1,EE341,20160247I,2,2018II
1,MA713,20160247I,2,2018II
1,EE635,20140162H,2,2018II
1,MA195,20151343I,2,2018II
1,CB411,20171380G,2,2018II
1,FI203,20171380G,2,2018II
1,MA113,20171380G,2,2018II
1,MA195,20152675E,2,2018II
1,CB411,20171354F,2,2018II
1,FI203,20171354F,2,2018II
1,MA113,20171354F,2,2018II
1,CI106,20122503A,2,2018II
1,EE341,20122090I,2,2018II
1,FI403,20161269F,2,2018II
1,CB411,20172600K,2,2018II
1,EE211,20121227K,2,2018II
1,CB411,20131172D,2,2018II
1,EE210,20121176G,2,2018II
1,EE637,20121176G,2,2018II
1,CB411,20172698K,2,2018II
1,FI904,20140445J,2,2018II
1,EE354,20120315C,2,2018II
1,CB412,20075506C,2,2018II
1,FI904,20075506C,2,2018II
1,MA195,20075506C,5,2018II
1,EE363,20130254G,2,2018II
1,CB411,20171440J,2,2018II
1,FI203,20171440J,2,2018II
1,FI203,20171365H,2,2018II
1,MA114,20171365H,2,2018II
1,EE341,20150308E,2,2018II
1,EP399,20170376F,2,2018II
1,MA123,20170376F,2,2018II
1,EC119,20160391B,2,2018II
1,MA611,20160391B,2,2018II
1,MA611,20144566F,2,2018II
1,FI203,20172654C,2,2018II
1,MA113,20172654C,2,2018II
1,CB412,20142120K,2,2018II
1,MA195,20142120K,2,2018II
1,MA611,20142120K,2,2018II
1,MA133,20004037K,4,2018II
1,MA185,20154043F,2,2018II
1,EE364,20124069G,2,2018II
1,EE635,20144537F,2,2018II
1,CB411,20174048C,2,2018II
1,MA611,20162193C,2,2018II
1,MA133,20160184G,2,2018II
1,MA124,20170239I,2,2018II
1,CB411,20160121E,2,2018II
1,FI204,20160121E,2,2018II
1,EC119,20162169E,2,2018II
1,MA123,20162169E,2,2018II
1,CI106,19987003D,2,2018II
1,EE610,19987003D,10,2018II
1,EE637,19987003D,2,2018II
1,MA133,20150285E,2,2018II
1,MA195,20150285E,2,2018II
1,MA611,20150285E,2,2018II
1,EE111,20110296F,2,2018II
1,EE341,20110296F,2,2018II
1,MA143,20110296F,2,2018II
1,MA195,20110296F,2,2018II
1,CB411,20171079E,2,2018II
1,MA133,20167512J,2,2018II
1,EE421,20122592D,2,2018II
1,MA195,20122592D,2,2018II
1,CB525,20112556E,2,2018II
1,IT215,20112556E,2,2018II
1,QU111,20171461G,2,2018II
1,EM111,20101171J,2,2018II
1,EE635,20151256I,2,2018II
1,EE363,20092618K,2,2018II
1,MA185,20092618K,2,2018II
1,FI403,20160138E,2,2018II
1,FI904,20121202H,2,2018II
1,CB411,20171473E,2,2018II
1,CB411,20171128F,2,2018II
1,EE112,20111229K,4,2018II
1,FI463,20111229K,4,2018II
1,EC119,20150225B,2,2018II
1,EE111,20110013D,2,2018II
1,MA143,20110013D,2,2018II
1,MA195,20110013D,2,2018II
1,CB411,20171145H,2,2018II
1,EE315,20062586C,2,2018II
1,EE375,20062586C,2,2018II
1,EE524,20132651C,2,2018II
1,CB411,20162164C,2,2018II
1,EE341,20141093J,2,2018II
1,FI904,20141093J,2,2018II
1,FI403,20151251G,2,2018II
1,MA133,20151251G,2,2018II
1,MA611,20151251G,2,2018II
1,FI403,20150390C,2,2018II
1,MA124,20150390C,2,2018II
1,MA133,20150390C,2,2018II
1,AHD65,20150416B,2,2018II
1,EP111,20150416B,2,2018II
1,FI204,20150416B,2,2018II
1,MA123,20150416B,2,2018II
1,CB411,20150306B,2,2018II
1,EP111,20150306B,2,2018II
1,FI204,20150306B,2,2018II
1,MA124,20150306B,2,2018II
1,FI403,20162134G,2,2018II
1,FI904,20152097A,2,2018II
1,MA133,20160354J,2,2018II
1,MA713,20160354J,2,2018II
1,FI203,20172662F,2,2018II
1,MA113,20172662F,2,2018II
1,EE111,20152206E,2,2018II
1,FI904,20152206E,2,2018II
1,EE524,20121264C,2,2018II
1,FI203,20171367K,2,2018II
1,MA113,20171367K,2,2018II
1,EE111,20084107K,2,2018II
1,EM111,20084107K,2,2018II
1,MA143,20084107K,2,2018II
1,EE610,20130042J,2,2018II
1,MA185,20100350H,2,2018II
1,CB411,20151218J,2,2018II
1,MA123,20151218J,2,2018II
1,EE210,20121196H,2,2018II
1,CB525,19790199J,2,2018II
1,EE637,19790199J,2,2018II
1,EE635,20141173C,2,2018II
1,IT524,20095511B,2,2018II
1,EE214,20104078K,2,2018II
1,EE615,20104078K,2,2018II
1,EE610,20124013A,2,2018II
1,EE636,20122530I,2,2018II
1,FI204,20170252E,2,2018II
1,MA713,20111214C,3,2018II
1,EM111,20041109A,2,2018II
1,EM111,20021139B,2,2018II
1,MA123,20162626G,2,2018II
1,IT213,20140444C,2,2018II
1,EC119,20142629K,2,2018II
1,EE635,20142629K,2,2018II
1,MA143,20160192J,2,2018II
1,MA713,20160192J,2,2018II
1,MA123,20160636E,2,2018II
1,EE112,20142023E,2,2018II
1,EE610,20014010H,10,2018II
1,EE112,20140504F,2,2018II
1,EE341,20130050B,2,2018II
1,EC119,20142183B,2,2018II
1,FI204,20162747I,2,2018II
1,MA123,20170421A,2,2018II
1,MA124,20170421A,2,2018II
1,MA113,20171351G,2,2018II
1,EE610,20131442A,2,2018II
1,MA113,20171452H,2,2018II
1,MA133,20162096H,2,2018II
1,CB411,20171463J,2,2018II
1,FI904,20120405B,2,2018II
1,EE616,20120210G,2,2018II
1,MA143,20152200G,2,2018II
1,MA133,20131209E,2,2018II
1,MA611,20131209E,2,2018II
1,MA713,20131209E,2,2018II
1,EC119,20131418C,2,2018II
1,MA195,20131418C,2,2018II
1,EC119,20140197F,2,2018II
1,FI204,20162600H,2,2018II
1,MA123,20162600H,2,2018II
1,EE131,20142676I,2,2018II
1,MA133,20162616A,2,2018II
1,EE521,19961180F,2,2018II
1,MA133,20152198B,2,2018II
1,MA195,20152198B,2,2018II
1,EE112,20062028K,2,2018II
1,EE523,20062028K,2,2018II
1,CB411,20171277A,2,2018II
1,EC119,20131311D,2,2018II
1,CB411,20172619C,2,2018II
1,FI203,20172619C,2,2018II
1,MA185,20141368I,2,2018II
1,FI203,20172579A,2,2018II
1,MA114,20172579A,2,2018II
1,MA195,20160341E,2,2018II
1,CB411,20131078H,2,2018II
1,MA123,20131078H,2,2018II
1,MA124,20131078H,2,2018II
1,FI204,20170491J,2,2018II
1,HH221,20142012C,2,2018II
1,CB411,20171224E,2,2018II
1,EC119,20041011A,6,2018II
1,EE341,19981117H,2,2018II
1,HH221,19981117H,2,2018II
1,MA123,20170435B,2,2018II
1,MA611,20161316D,2,2018II
1,EE423,20112551C,2,2018II
1,EE514,20112551C,2,2018II
1,EE635,20112551C,2,2018II
1,IT524,20112124H,2,2018II
1,FI203,20171258G,2,2018II
1,MA113,20171258G,2,2018II
1,IT514,20082070B,2,2018II
1,EE214,20100230B,2,2018II
1,EE441,20100230B,2,2018II
1,EE521,20100230B,2,2018II
1,EC312,20072170D,2,2018II
1,EC312,20142730C,2,2018II
1,ES811,20101357F,2,2018II
1,ES914,20101357F,2,2018II
1,EF512,20140448I,2,2018II
1,EC711,20112624K,2,2018II
1,EA911,20040332I,11,2018II
1,ES911,20040332I,10,2018II
1,ES912,20040332I,10,2018II
1,EF811,20062629D,2,2018II
1,EC711,20091346G,2,2018II
1,EA513,20132214B,2,2018II
1,EC421,20132214B,2,2018II
1,EC511,20132214B,2,2018II
1,EC113,20161483H,2,2018II
1,EA812,20090366D,2,2018II
1,EA352,20151426A,2,2018II
1,EA113,20130498C,2,2018II
1,EC514,20130498C,2,2018II
1,ES613,20130498C,2,2018II
1,ES722,20120420A,2,2018II
1,EA352,20162725E,2,2018II
1,ED011,20070364F,3,2018II
1,EC421,20107043C,2,2018II
1,ES721,20132228C,2,2018II
1,ES722,20132228C,2,2018II
1,EC613,20124125D,2,2018II
1,ES612,20124125D,2,2018II
1,EC113,20152153I,2,2018II
1,EA613,20040274I,4,2018II
1,EC511,20040274I,7,2018II
1,EF611,20040274I,2,2018II
1,EC118,19991163B,19,2018II
1,EC711,19991163B,17,2018II
1,EA025,20084553K,2,2018II
1,ES722,20084553K,2,2018II
1,EA822,20071324H,2,2018II
1,EA921,20071324H,2,2018II
1,ES722,20101368H,2,2018II
1,EC118,20161302C,2,2018II
1,EF512,20150489J,2,2018II
1,EC419,20160236G,2,2018II
1,EA411,19790701G,10,2018II
1,EA614,19790701G,10,2018II
1,EC312,19790701G,19,2018II
1,ED111,20151423B,2,2018II
1,EA513,20121392A,2,2018II
1,EC421,20111311I,2,2018II
1,EC511,20111311I,2,2018II
1,EA713,20114139B,2,2018II
1,EC615,20114139B,2,2018II
1,ES311,20131362H,2,2018II
1,ES722,20090414I,2,2018II
1,ES412,20080161K,2,2018II
1,EC118,20170423D,2,2018II
1,EC514,20132615G,2,2018II
1,EC613,20132615G,2,2018II
1,EC512,20142731J,2,2018II
1,EC421,20120339J,2,2018II
1,ED351,20120339J,2,2018II
1,EC613,20131344J,2,2018II
1,EC419,20140291B,2,2018II
1,EC420,20151276J,2,2018II
1,EA612,20120025E,2,2018II
1,ES411,20011277C,12,2018II
1,EC118,20161136F,2,2018II
1,EA021,20020279E,2,2018II
1,EA351,20144091H,2,2018II
1,EA551,20122178C,2,2018II
1,EA812,20121273B,2,2018II
1,EC723,20121273B,2,2018II
1,EA352,20162653D,2,2018II
1,EC420,20160706C,2,2018II
1,EB513,20042117H,11,2018II
1,EC118,20160394A,2,2018II
1,EC512,20142656H,2,2018II
1,EB411,20110360F,2,2018II
1,ES722,20121442I,2,2018II
1,EC113,20161457G,2,2018II
1,EC118,20170004A,2,2018II
1,EC615,20124544G,2,2018II
1,EC312,20162218F,2,2018II
1,EC419,20132122K,2,2018II
1,EA313,20160728G,2,2018II
1,EB512,20160728G,2,2018II
1,EC419,20151373E,2,2018II
1,EC113,20162221G,2,2018II
1,EC118,20162221G,2,2018II
1,EC312,20162221G,2,2018II
1,EA113,20160511H,2,2018II
1,EC215,20160511H,2,2018II
1,ED111,20160511H,2,2018II
1,ED114,20160511H,2,2018II
1,ED132,0,2,2018II
1,EA612,20072670G,2,2018II
1,EB112,20172253I,2,2018II
1,EC711,20111294G,2,2018II
1,EA411,20151249B,2,2018II
1,ES913,20101383G,3,2018II
1,EA351,20141514E,2,2018II
1,ED351,20161402H,2,2018II
1,ES722,20121382F,2,2018II
1,EC118,20041271C,2,2018II
1,ED351,20161435C,2,2018II
1,EA822,20112662J,2,2018II
1,EA913,20112662J,2,2018II
1,EA914,20112662J,2,2018II
1,EF011,20112662J,2,2018II
1,ES613,20102190H,2,2018II
1,EB112,19930244B,2,2018II
1,ED114,20160536K,2,2018II
1,EC512,20144124C,2,2018II
1,EC419,20080350H,2,2018II
1,EA713,20071328C,2,2018II
1,ED011,20071328C,2,2018II
1,EA011,20112653K,2,2018II
1,EC113,20160732D,2,2018II
1,EC118,20160732D,2,2018II
1,EC312,20160732D,2,2018II
1,ES815,20042633F,2,2018II
1,EA352,20151366I,2,2018II
1,ES411,20152753F,2,2018II
1,EC118,20162724I,2,2018II
1,EA021,20072203J,3,2018II
1,EA551,20120343G,2,2018II
1,EB512,20120343G,2,2018II
1,EB513,20120343G,2,2018II
1,EC419,20120343G,2,2018II
1,EA612,20131237I,2,2018II
1,EA614,20131237I,2,2018II
1,EC616,20131237I,2,2018II
1,EA812,20112529H,2,2018II
1,ED132,20022616I,2,2018II
1,EC615,20121450A,2,2018II
1,EC616,20121450A,2,2018II
1,EF511,20121450A,2,2018II
1,EA812,20121336D,2,2018II
1,EA513,20150398D,2,2018II
1,EC512,20150398D,2,2018II
1,EA411,20152707D,2,2018II
1,EB112,20160729C,2,2018II
1,EC118,20160729C,2,2018II
1,ED110,20160729C,2,2018II
1,ED114,20160729C,2,2018II
1,EA452,20150515K,2,2018II
1,ED132,20162727H,2,2018II
1,ED351,20162727H,2,2018II
1,EA813,20097015B,2,2018II
1,EA513,20072199B,5,2018II
1,ED111,20072199B,11,2018II
1,GE001,20151286E,2,2018II
1,BMA02,20172620A,2,2018II
1,GE153,20120211C,2,2018II
1,GE201,20120211C,2,2018II
1,GE520,20120211C,2,2018II
1,BMA02,20171290H,2,2018II
1,GE001,20161297J,2,2018II
1,GE821,20110320D,2,2018II
1,GE901,20110320D,2,2018II
1,GE920,20110320D,2,2018II
1,GE413,20154081E,2,2018II
1,ME212,20154081E,2,2018II
1,GE114,20081215G,2,2018II
1,ME523,20040303I,2,2018II
1,ME311,20142660E,2,2018II
1,GE312,20141206I,2,2018II
1,GE413,20162103D,2,2018II
1,GE265,20134067G,2,2018II
1,GE732,20134067G,2,2018II
1,GE915,20134067G,2,2018II
1,HH115,20134067G,2,2018II
1,BFI01,20170347F,2,2018II
1,BRC01,20170347F,2,2018II
1,GE001,20160235K,2,2018II
1,GE001,20160464J,2,2018II
1,ME315,20140376H,2,2018II
1,ME212,20150063B,2,2018II
1,GE413,20164169B,2,2018II
1,ME315,20141160I,2,2018II
1,GE120,20010337B,2,2018II
1,GE265,20052620D,2,2018II
1,BMA01,20171457J,2,2018II
1,GE643,20130240F,2,2018II
1,GE733,20130240F,2,2018II
1,ME524,20134147K,2,2018II
1,GE001,20142200D,2,2018II
1,GE265,20134097C,2,2018II
1,GE643,20134097C,2,2018II
1,ME524,19930362E,2,2018II
1,ME525,19930362E,2,2018II
1,GE001,20162619K,2,2018II
1,ME525,20130291J,2,2018II
1,GE413,20160617K,2,2018II
1,ME420,20020373A,2,2018II
1,GE001,20134029H,2,2018II
1,ME211,20134029H,2,2018II
1,ME315,20141276G,2,2018II
1,BRC01,20177511F,2,2018II
1,GE413,20164073E,2,2018II
1,ME525,20114178H,2,2018II
1,GE283,20065504H,2,2018II
1,BMA02,20171296F,2,2018II
1,BMA01,20172688E,2,2018II
1,BMA01,20172626J,2,2018II
1,BMA02,20171314D,2,2018II
1,ME424,20121357A,2,2018II
1,GE001,20151291I,2,2018II
1,GE413,20160626J,2,2018II
1,BMA02,20172681K,2,2018II
1,GE323,20041280B,4,2018II
1,ME429,20041280B,2,2018II
1,MI125,19844074E,2,2018II
1,BMA01,20171436B,2,2018II
1,BRC01,20172227H,2,2018II
1,GE801,20102637B,2,2018II
1,GE901,20102637B,2,2018II
1,MA731,20112089H,2,2018II
1,BMA01,20171528D,2,2018II
1,BRC01,20170535G,2,2018II
1,GE413,20060121C,2,2018II
1,GE153,20131028K,2,2018II
1,MI102,20121279K,2,2018II
1,ME212,20154543I,2,2018II
1,GE163,20120306D,2,2018II
1,BMA02,20171097C,2,2018II
1,BMA02,20171208J,2,2018II
1,GE915,20091227H,2,2018II
1,GE643,20120113A,2,2018II
1,BFI01,20171477K,2,2018II
1,BMA01,20171477K,2,2018II
1,BQU01,20171477K,2,2018II
1,BMA01,20171530I,2,2018II
1,GE001,20140187K,2,2018II
1,CB131,20162567K,2,2018II
1,ST123,20132059G,2,2018II
1,ST113,20141034C,2,2018II
1,TP213,20141034C,2,2018II
1,GP515,20132067J,2,2018II
1,ST214,20112054J,2,2018II
1,CB132,20120168K,2,2018II
1,ST205,20110006H,2,2018II
1,ST236,20110006H,2,2018II
1,ST285,20110006H,2,2018II
1,ST214,20140006F,2,2018II
1,ST113,20164068A,2,2018II
1,ST221,20162166F,2,2018II
1,ST295,20124058E,2,2018II
1,ST344,20124058E,2,2018II
1,GP555,20132084A,2,2018II
1,CB132,20162074D,2,2018II
1,ST205,20102178H,2,2018II
1,CB313,20071034J,2,2018II
1,TP224,20021105K,12,2018II
1,CB111,20170130G,2,2018II
1,TP203,20131212F,2,2018II
1,ST214,20110076F,2,2018II
1,CB112,20151040F,2,2018II
1,HS131,20151040F,2,2018II
1,CB312,20141180J,2,2018II
1,ST203,20142078D,2,2018II
1,ST124,20111091I,2,2018II
1,ST231,20111091I,2,2018II
1,ST235,20111091I,2,2018II
1,CB312,20162122I,2,2018II
1,ST113,20162122I,2,2018II
1,TP203,20102004J,2,2018II
1,TP302,20102004J,2,2018II
1,ST264,20124007A,2,2018II
1,GP122,20011281K,2,2018II
1,CB402,20161251J,2,2018II
1,ST113,20152171G,2,2018II
1,ST235,20101214K,2,2018II
1,ST214,20100242K,2,2018II
1,ST123,20020050H,2,2018II
1,CB111,20140305C,2,2018II
1,CB302,20140305C,2,2018II
1,GP202,20160048F,2,2018II
1,GP203,20152619H,2,2018II
1,CB312,20137506A,2,2018II
1,GP515,20072533J,2,2018II
1,GP525,20072533J,2,2018II
1,ST205,20072533J,2,2018II
1,ST231,20072533J,3,2018II
1,ST334,20072533J,2,2018II
1,CB132,20164121J,2,2018II
1,CB402,20164121J,2,2018II
1,GP223,20140064F,2,2018II
1,ST113,20151242H,2,2018II
1,CB402,19800293C,6,2018II
1,CB302,20162563E,2,2018II
1,ST285,20060109C,2,2018II
1,HS101,20174131H,2,2018II
1,CB302,20131317B,2,2018II
1,CB112,20080086I,2,2018II
1,ST123,20110208J,2,2018II
1,CB222,20160294G,2,2018II
1,ST114,20111242G,2,2018II
1,ST114,19992506K,2,2018II
1,ST334,19992506K,2,2018II
1,CB122,20160178G,2,2018II
1,ST275,20090194I,2,2018II
1,ST113,20092078F,2,2018II
1,CB312,20140116F,2,2018II
1,GP202,20160036H,2,2018II
1,TP302,20160036H,2,2018II
1,GP203,20141112D,2,2018II
1,CB142,20120108H,2,2018II
1,GP202,20120108H,2,2018II
1,ST111,20120108H,2,2018II
1,TP302,20120108H,2,2018II
1,ST295,20100266G,2,2018II
1,TP224,20114077G,2,2018II
1,CB132,20160291H,2,2018II
1,CB312,20160291H,2,2018II
1,ST113,20151016H,2,2018II
1,GP314,20122071D,2,2018II
1,CB111,20162610C,2,2018II
1,ST214,20110212G,2,2018II
